692,"laugh",2010-03-02 13:56:29,124,1,-
692,"copy paste status know someone punch face people need punch face affect many known cure someone punch face except punch face together raise awareness laughing out loud",2010-03-12 14:46:54,124,1,-
692,"lie tomorrow day plan bed til midday",2010-03-13 22:57:43,124,1,-
692,"love weekday kids r school house calm",2010-03-03 13:54:25,124,1,-
692,"need laugh car mania",2010-03-13 20:37:43,124,1,-
692,"last spring air",2010-03-16 12:03:49,124,1,-
692,"everybody laugh good weekend",2010-03-13 16:39:44,124,1,-
692,"daughter week daughter life interesting fun blessing life life worth living being around copy paste status outgrow lap never laugh",2010-03-23 11:19:38,124,1,-
692,"anyone spare reptile please",2010-03-28 10:17:39,124,1,-
692,"anybody send kibble please pup hungry",2010-04-25 13:20:55,124,1,-
692,"please add sister x",2010-04-24 10:22:03,124,1,-
692,"anyone please spare scottish highland sheep",2010-04-25 07:45:57,124,1,-
692,"laugh",2010-05-05 20:51:28,124,1,-
692,"somebody please send kibble pup going leave soon",2010-05-03 12:10:17,124,1,-
692,"laugh beer love liquor",2011-02-04 22:15:27,124,1,-
692,"laugh r u",2011-01-05 05:03:24,124,1,-
692,"drunk beer",2011-02-08 10:03:01,124,1,-
692,"liquor",2011-02-03 21:04:53,124,1,-
692,"hubby found new love cant wait c wash clean cook past",2011-01-23 17:13:35,124,1,-
692,"last house laugh bedroom semi garage feel quite posh laughing out loud",2011-03-09 07:44:47,124,1,-
692,"big juicy pineapple",2011-03-09 08:36:26,124,1,-
692,"st day spring beautiful day r out new garden st time",2011-03-21 14:36:52,124,1,-
692,"laugh birthday gorgeous conor day",2011-03-23 06:46:35,124,1,-
692,"da day",2011-03-24 10:55:41,124,1,-
692,"enjoy sunshine everybody b gone tomorrow",2011-03-25 11:40:25,124,1,-
692,"god saturday night boring",2011-03-26 19:16:15,124,1,-
692,"summer finally way still daylight",2011-03-27 17:23:49,124,1,-
692,"feeling",2011-03-27 17:29:32,124,1,-
692,"sun gone sleep now gunite x",2011-03-27 21:47:53,124,1,-
692,"made big mistake yr old buy green slime finished rubbing living room ceiling",2011-03-28 18:18:31,124,1,-
692,"love cleaning house",2011-03-29 10:00:25,124,1,-
692,"conor beday party actual day b royalty",2011-03-29 14:12:16,124,1,-
692,"joker sending",2011-04-01 11:52:37,124,1,-
692,"now men life r gorgeous sons cant beat unconditional love x",2011-04-02 10:57:37,124,1,-
692,"unload pix mob anybody",2011-04-02 12:14:54,124,1,-
692,"absolutely wicked day spoilt rotten chocolate dinner out thank u much x",2011-04-03 16:40:48,124,1,-
692,"exhausted plain e playful prince yr old son x",2011-04-03 21:03:47,124,1,-
692,"oh wat beautiful morning oh wat beautiful day wonderful feeling going way",2011-04-06 09:06:01,124,1,-
692,"b going soft old age cried watching",2011-04-07 10:18:37,124,1,-
692,"looking gorgeous sons feel sad grow men",2011-04-07 17:24:18,124,1,-
692,"looking gorgeous sons feel sad grow men",2011-04-07 17:25:47,124,1,-
692,"absolutely finally single u know x",2011-04-07 18:57:18,124,1,-
692,"seriously hunger",2011-04-08 09:04:05,124,1,-
692,"cant believe april sultan",2011-04-08 13:08:02,124,1,-
692,"think nice menu tonight",2011-04-08 14:10:19,124,1,-
692,"pucka",2011-04-08 17:45:25,124,1,-
692,"mission soap bloody",2011-04-08 19:18:40,124,1,-
692,"kids want day want go pub past",2011-04-09 09:23:01,124,1,-
692,"loving weather life seem much better",2011-04-09 10:59:00,124,1,-
692,"loving weather life seem much better",2011-04-09 11:01:01,124,1,-
692,"great day park retail therapy",2011-04-09 19:09:35,124,1,-
692,"dont long big laugh mouth",2011-04-09 19:12:56,124,1,-
692,"another gorgeous day hip hip hootay",2011-04-10 07:50:10,124,1,-
692,"bowling party kids coming home laugh garden",2011-04-10 08:12:08,124,1,-
692,"yr old son told best mum world doesnt even want anything",2011-04-10 20:33:45,124,1,-
692,"oh clouded over catching",2011-04-11 14:23:38,124,1,-
692,"h p p y h p p y know sure h p p y",2011-04-16 14:00:38,124,1,-
692,"roll next monday much need break chalmer",2011-04-17 15:26:39,124,1,-
692,"b thinking pink sleep now",2011-04-18 03:16:37,124,1,-
692,"old man once comes time life walk away drama people create surround yourself people make laugh forget bad focus good love people treat right pray life short anything laugh falling down part life getting back up living repost agree",2011-04-19 08:58:23,124,1,-
692,"y cant respect need unbathed",2011-04-19 13:40:13,124,1,-
692,"sad please put status know someone related someone stupidity need understand stupidity real taken seriously sitting next sufferer right now still known cure stupidity sympathy laugh raise awareness wo repost know copy paste",2011-04-19 22:01:46,124,1,-
692,"gon na lovely day",2011-04-20 05:50:16,124,1,-
692,"sun sun sun sun sun hopefully bit more sun",2011-04-20 10:58:32,124,1,-
692,"being round garden wasp",2011-04-20 13:42:56,124,1,-
692,"slightly intoxicated",2011-04-20 18:32:07,124,1,-
692,"good night everybody",2011-04-20 23:03:14,124,1,-
692,"counting down days until monday mainly watch friend go grey each passing day little myself laugh dye preparation past",2011-04-21 18:59:10,124,1,-
692,"think time sleep goondie",2011-04-22 02:32:29,124,1,-
692,"fun sun milch kids pool garden sunshine dont much better",2011-04-22 14:05:24,124,1,-
692,"friend live",2011-04-24 05:29:43,124,1,-
692,"brought lawton actually sleeve collar done x",2011-04-24 22:28:29,124,1,-
692,"whoop whoop r little holiday",2011-04-25 08:51:46,124,1,-
692,"doing cha cha slide look",2011-04-25 20:08:16,124,1,-
692,"milch given laugh such bad influence",2011-04-26 11:29:54,124,1,-
692,"morning world",2011-04-27 07:18:39,124,1,-
692,"r pier kids think r going smash up bumper",2011-04-27 09:29:45,124,1,-
692,"sitting beach sand lovely",2011-04-27 14:22:35,124,1,-
692,"kids fun fair beach now much turn",2011-04-27 18:19:46,124,1,-
692,"sleeping kids home",2011-04-27 22:25:08,124,1,-
692,"morning",2011-04-28 10:39:04,124,1,-
692,"unfit rode round site seat pedal part jelly legged",2011-04-28 13:37:06,124,1,-
692,"oh home tomorrow",2011-04-28 18:14:55,124,1,-
692,"oh cold",2011-04-28 23:53:20,124,1,-
692,"dont know bad kids suffer withdrawal home",2011-04-29 07:23:17,124,1,-
692,"amusement arcade",2011-04-29 07:24:19,124,1,-
692,"way home sadly",2011-04-29 11:26:23,124,1,-
692,"thank god home time miss wedding",2011-04-29 11:36:57,124,1,-
692,"wish wasnt laugh",2011-04-29 17:28:56,124,1,-
692,"insomnia",2011-04-30 02:14:26,124,1,-
692,"person crazy enif still b awake",2011-04-30 02:39:41,124,1,-
