65,"beautiful country full people enjoy fighting tearing down trying find common ground work together house divided stand",2009-06-15 01:54:50,96,1,-
65,"house divided stand",2009-06-15 02:01:02,96,1,-
65,"go cairo egypt",2009-07-19 12:35:25,96,1,-
65,"awe taha",2009-08-12 06:58:44,96,1,-
65,"waiting package mi amor",2009-08-08 05:53:16,96,1,-
65,"love strong fragile guard well",2009-07-28 02:50:03,96,1,-
65,"game laugh mala awe taha",2009-08-08 17:09:55,96,1,-
65,"bareback awee awee awee taha ally",2009-08-07 23:05:51,96,1,-
65,"",2009-08-16 00:52:11,96,1,-
65,"",2009-08-26 07:48:09,96,1,-
65,"awe",2009-08-11 05:37:32,96,1,-
65,"estop pendant en ti taha",2009-09-12 10:12:40,96,1,-
65,"thanks michel mania",2009-08-03 02:56:16,96,1,-
65,"familia mania mr person place laugh attack person",2009-08-20 05:48:35,96,1,-
65,"amor simple te query star condign simple",2009-08-21 17:57:24,96,1,-
65,"faith knowing laugh god sustain",2009-11-08 02:31:35,96,1,-
65,"truth endure liar moment",2009-11-22 23:28:43,96,1,-
65,"history man nothing history george laugh those remember past condemned repeat bantayan remember hope",2009-12-13 08:05:50,96,1,-
65,"live long enough venerability factor creep first accused never later never f stone",2010-01-06 21:18:23,96,1,-
65,"keep over times familia go",2010-01-06 07:29:44,96,1,-
65,"lo m amor con mi alma con mi mete mi corrasion y mas",2009-08-23 05:43:38,96,1,-
65,"watch v",2010-01-07 09:26:41,96,1,-
65,"sometimes accept fact people going stay laugh forever even gone theirs",2009-12-18 11:23:36,96,1,-
65,"attack mania family laugh",2010-01-11 21:04:07,96,1,-
65,"real friend one rest world out",2009-12-31 08:16:58,96,1,-
65,"watch",2010-01-21 02:43:51,96,1,-
65,"mania family moscow job laugh x",2010-01-23 14:14:46,96,1,-
65,"preeze laugh need nine laugh complete job wall",2010-01-23 17:11:21,96,1,-
65,"watch",2010-01-25 19:55:55,96,1,-
65,"treasure each person love forgive quickly life short give hope down out life short",2010-01-25 19:54:37,96,1,-
65,"fenite mother thank moss laugh great person today please copy paste profile e playful act see many times people longer moss laugh appreciate always miss beautiful loving lady",2010-01-22 21:49:39,96,1,-
65,"watch",2010-01-21 13:39:56,96,1,-
65,"watch",2010-01-14 01:24:41,96,1,-
65,"moscow job wall",2010-01-23 14:08:56,96,1,-
65,"p laugh",2010-02-07 04:23:50,96,1,-
65,"watch",2010-01-21 05:17:21,96,1,-
65,"watch",2010-01-25 19:58:04,96,1,-
65,"thank mania familia",2010-01-30 21:18:39,96,1,-
65,"mourning loss someone affected whole life",2010-01-25 14:55:54,96,1,-
65,"cant out cuba cant gift anyone cant play whaup zyga",2010-02-17 18:30:35,96,1,-
65,"cant send out zyga screen go blank",2010-02-20 16:53:22,96,1,-
65,"ash thanks cinder smile",2010-02-25 05:10:04,96,1,-
65,"ken thanks",2010-02-25 05:17:36,96,1,-
65,"judy thank cement smile",2010-02-25 05:16:44,96,1,-
65,"join coffee party movement preamble constitution people united order form more perfect union establish justice insure domestic tranquility provide common defence promote general welfare secure ourselves posterity ordain bluish constitution united",2010-03-07 21:06:29,96,1,-
65,"thanks mr red baron sorry dont wish list gift back",2010-03-08 07:29:57,96,1,-
65,"zyga whaup mania",2010-03-15 16:33:52,96,1,-
65,"whaup w mania",2010-03-15 17:37:37,96,1,-
65,"comes time life walk away drama people create surround yourself people make laugh forget bad focus good love people treat right pray life short anything laugh falling down part life getting back up living",2011-02-25 19:23:45,96,1,-
65,"onionized public employee citizen sitting table middle table plate dozen citizen watch out union guy piece cootie",2011-02-28 03:21:23,96,1,-
65,"believing pray japan those live coast",2011-03-11 12:47:39,96,1,-
65,"delete someone thought joke mock people prayer mosque joke mock people hold sacred despite think good sense humor disrespect",2011-03-11 14:44:28,96,1,-
65,"wise old hillbilly once told candle shine spend time trying blow someone out",2011-03-30 06:18:24,96,1,-
65,"beginning fascism dictator vilification freedom slowly dividing country under guise false patriotism fear laugh knee jerk underlying power control agenda right left wing united stand divided fall",2010-03-19 21:09:43,96,1,-
65,"beginning fascism dictator vilification freedom slowly dividing country under guise false patriotism fear laugh knee jerk underlying power control agenda right left wing united stand divided fall",2010-03-22 05:33:40,96,1,-
65,"watch",2010-03-20 05:47:14,96,1,-
65,"guy being real need ur laugh",2010-03-20 09:26:40,96,1,-
65,"beginning fascism dictator vilification freedom slowly dividing country under guise false patriotism fear laugh knee jerk underlying power control agenda right left wing united stand divided fall",2010-03-19 21:06:17,96,1,-
65,"ca stop loving wanting love right best thing world relationship good even nothing life right feel whole world complete sweat",2010-09-27 07:58:39,96,1,-
65,"vote political serve thank mr president trying stop wall street those believe nondemocratic america many support",2010-04-27 06:08:45,96,1,-
65,"wow zyga giving out pretty good mystery bag",2010-04-21 09:38:55,96,1,-
65,"watch",2010-04-11 00:12:53,96,1,-
65,"true friend care broke house mess family filled love true friend go long time without speaking never question friendship repost lucky enough one true friend",2010-04-22 08:19:40,96,1,-
65,"perfection government continue laugh house american people laugh",2010-09-17 04:10:45,96,1,-
65,"ply laugh need high level casebook profile ida b user d d d",2010-04-24 21:50:24,96,1,-
65,"watch",2010-10-19 21:24:40,96,1,-
65,"british petroleum rep prescout louisiana place shrimp laugh number give call repost",2010-05-28 00:16:03,96,1,-
65,"love forever last forever love",2010-07-18 08:45:09,96,1,-
65,"knit finishing up sweater laugh hope electricity stays thou storm",2010-12-19 18:20:07,96,1,-
65,"year february friday laugh once money copy status money arrive within days based chinese sum bool sheet one copy without money sorry ca afford give try copied",2011-01-11 01:32:38,96,1,-
65,"smart person easier debate smart person argue idiot",2010-08-04 20:55:48,96,1,-
65,"watch",2010-08-04 02:48:36,96,1,-
65,"going make salmon valsa chinks salmon avocado ailanto onion hint garlic lemon",2010-08-26 19:33:49,96,1,-
65,"watch",2010-08-04 02:54:12,96,1,-
65,"reject violence hostility bring civility rationale dialogue community life responsibility one restore reason civility public speech before speaking out ask yourself whether true whether respectful whether civil day",2011-01-14 05:31:13,96,1,-
65,"those myself going through right now dedicate watch",2010-09-16 01:40:44,96,1,-
65,"watch",2010-09-06 23:05:57,96,1,-
65,"man alone sincere entrance second person hypocrisy weak people ca sincere",2010-10-02 17:32:08,96,1,-
65,"want honest relationship cheating smile",2010-09-22 21:07:41,96,1,-
65,"love center fake run life evil hold life good good love deeply",2010-09-27 07:23:19,96,1,-
65,"love lantern knitting needles",2011-01-14 10:47:49,96,1,-
65,"received e playful prince v laugh ged",2010-09-14 06:35:13,96,1,-
65,"prayer taha defeat nasi city allah best egypt",2010-10-02 21:24:27,96,1,-
65,"last time amir concert",2010-10-06 05:17:09,96,1,-
65,"burke thing necessary triumph evil good men nothing wrote poem second coming center hold best lack conviction worst full passionate intensity",2010-10-28 19:41:26,96,1,-
65,"bandog free links surprise cool amazing animated links totally free type bandog casebook search above goggle",2010-11-18 03:41:15,96,1,-
65,"man trying paint house part way through first room group naysayer came along painting slow paint quality brush science paint disagreement house never painted",2010-11-03 18:52:47,96,1,-
65,"ran news breaking news protester thug secret police state security pro mubarat found",2011-02-03 05:30:36,96,1,-
65,"imagine homeless person place stay food eat one take care talk someone stay home gave food money love treat such person grateful well doing born take",2011-01-05 21:01:10,96,1,-
65,"send something first people comment update turn promise repost status work made personally received those people nag",2011-01-06 07:55:01,96,1,-
65,"small earthquake laugh tonight bed lamp shade swaying",2011-01-12 09:42:27,96,1,-
65,"ran news urgent one thus hired durzada manhood fatty suitor ad",2011-02-03 05:31:14,96,1,-
65,"fez night dark everyone such times choice continue sit darkness up go switch light",2011-01-30 19:18:45,96,1,-
65,"ta dance valsa cimbia watch v",2010-02-27 22:37:03,96,1,-
65,"hostile suspicious neutral allied triad",2010-03-18 12:47:05,96,1,-
65,"meterman hospital san california",2010-03-15 22:20:15,96,1,-
90,"wow lost championship caninus basically one pin",2010-01-21 23:44:14,162,0,-
90,"love computer supposed speed up",2009-12-23 03:13:26,162,0,-
90,"probably study push test",2009-12-21 23:17:26,162,0,-
90,"laugh look christmas break already laugh",2009-12-22 20:34:28,162,0,-
90,"see little silhouette man",2009-12-24 03:30:01,162,0,-
90,"really use shopping cart right now",2009-12-29 15:32:26,162,0,-
90,"wow school laugh over already",2009-12-21 01:28:03,162,0,-
90,"ima go rail right back",2010-01-10 20:08:33,162,0,-
90,"stuck between yesterday need away laugh thread yeah back against wall",2009-12-31 06:38:13,162,0,-
90,"put know know pronto",2010-01-16 17:50:13,162,0,-
90,"talk thing cause tell more",2010-01-13 22:54:07,162,0,-
90,"yeah push test",2010-01-20 02:01:06,162,0,-
90,"know know told laugh believe",2010-01-14 01:51:06,162,0,-
90,"b tonight find ride",2010-01-22 20:14:24,162,0,-
90,"two c rail",2010-01-23 16:10:42,162,0,-
90,"weather gon na awful tomorrow snow day anyone",2010-01-28 20:21:31,162,0,-
90,"dude even know right now oh modern warfare",2010-01-27 22:32:24,162,0,-
90,"alright second quarter average take",2010-01-29 20:38:02,162,0,-
90,"francis chemistry course breaking laugh",2010-01-26 20:26:16,162,0,-
90,"molarity molality mole mole conversion molar mass general percent mole mole miss damn",2010-01-28 22:44:31,162,0,-
90,"last night pow pow sick jump forget trail oh whatever laugh blue barrel thing even know",2010-01-30 19:52:26,162,0,-
90,"two laugh comfort tonight two arms tonight tonight",2010-01-31 01:39:17,162,0,-
90,"alright bowling",2010-01-31 16:41:25,162,0,-
90,"abbot bowling center even webster",2010-01-30 20:54:53,162,0,-
90,"alright paper uncle laugh joke laugh",2010-02-01 01:17:17,162,0,-
90,"oh little method side",2010-01-30 17:10:49,162,0,-
90,"ta love back",2010-01-16 16:55:21,162,0,-
90,"b tonight anybody feeling yeah need mooch ride",2010-02-05 12:48:00,162,0,-
90,"laughing out loud wolf first full year",2010-01-31 00:31:12,162,0,-
90,"love fall back hurting now",2010-02-06 21:26:34,162,0,-
90,"bought new showboard dirt cheap",2010-02-14 22:01:05,162,0,-
90,"one night jail getting late large inmate attention out control moral date rape story pay drunk horny",2010-02-03 23:42:34,162,0,-
90,"super tired laugh meeting want go tonight video anything wondering",2010-02-09 22:51:01,162,0,-
90,"kissing bridge usual front flip thingy over ass yeah",2010-02-06 04:02:33,162,0,-
90,"home best set life set eh last game won tourney",2010-02-02 23:23:29,162,0,-
90,"go want want go want take",2010-03-01 01:39:03,162,0,-
90,"laugh guitar",2010-02-18 23:05:48,162,0,-
90,"leaves ocean celebrate live see many days dream dream go together promise forever everyday together live",2010-03-07 13:56:08,162,0,-
90,"dude bowling tomorrow b friday wee done now",2010-01-21 02:00:16,162,0,-
90,"tired being sick",2010-01-26 23:59:36,162,0,-
90,"burning ground break crowd hunt smell sound lost found hungry wolf",2010-01-27 00:10:04,162,0,-
90,"pepsin bowling league c division laugh wow joke roll next week filled excitement joy",2010-04-12 01:55:13,162,0,-
90,"awful",2010-03-19 00:42:21,162,0,-
90,"need social interaction lazy seek out time go make sandwich",2010-04-09 03:03:41,162,0,-
90,"laugh life",2010-04-10 05:32:35,162,0,-
90,"today alright getting",2010-04-14 23:02:58,162,0,-
90,"grenade",2011-01-28 12:52:49,162,0,-
90,"need golf more",2010-07-01 20:32:14,162,0,-
90,"bounce square ball against round wall",2010-04-20 17:31:10,162,0,-
90,"everyone steak",2011-02-04 02:50:04,162,0,-
90,"game taking back gamester",2010-04-13 13:32:46,162,0,-
90,"casebook",2010-04-14 17:38:09,162,0,-
90,"forget cruel belong sit waiting sing song one day see crowded laugh lift met place cloud",2010-06-03 20:57:41,162,0,-
90,"eagle scout award love life took finish",2010-12-08 01:53:59,162,0,-
90,"mud done now need narcolepsy kick",2010-04-11 06:20:07,162,0,-
90,"god feel write",2010-12-13 05:05:18,162,0,-
90,"laugh please die",2011-02-14 12:57:31,162,0,-
90,"woof",2010-11-17 11:37:07,162,0,-
90,"watched fantastic mr fox great movie guess little bit based towards",2010-04-15 02:45:53,162,0,-
90,"guess cool draft colt accoy cool guess",2010-04-23 22:56:55,162,0,-
90,"laugh excited ready unsure infatuate reluctant know good mood bad one",2010-05-03 03:04:12,162,0,-
90,"tacso subway bowling guitar awful monster more awful laugh life offspring paranoia watch movie",2010-04-11 01:48:54,162,0,-
90,"good hockey",2010-04-15 23:51:34,162,0,-
90,"won bowling championship game today rolled game feeling pretty good",2010-04-18 17:49:16,162,0,-
90,"wakes up rage grace closer pushing away thorn vine twisting turning broken wing empty glass scream bounce right back know d rearrange",2010-04-20 13:53:20,162,0,-
90,"sunday paper show",2010-12-13 03:08:53,162,0,-
90,"rit today raised stuff",2010-04-17 00:02:30,162,0,-
90,"god think better overplay right now",2010-04-20 00:44:34,162,0,-
90,"one laugh offering laugh set fuse rock away gave up tomorrow spite today beg stubborn try look face spit eye willing find really inside show strong enough trust",2010-04-22 14:57:38,162,0,-
90,"burr",2010-12-18 01:37:36,162,0,-
90,"went state today",2010-04-17 23:22:00,162,0,-
90,"thanks being fast",2010-04-24 01:43:06,162,0,-
90,"made promise know ca keep sure laugh gon na try",2010-04-26 01:08:03,162,0,-
90,"nuzzle chestful",2010-04-26 02:01:18,162,0,-
90,"guess getting black",2010-11-09 11:33:34,162,0,-
90,"rock climbing awesome last night plan feeling laugh arms next month",2010-04-30 23:22:53,162,0,-
90,"reassuring double shouting street",2010-04-27 00:11:58,162,0,-
90,"know possible think fallen love",2010-04-27 00:27:37,162,0,-
90,"people stupid",2010-04-14 01:19:02,162,0,-
90,"wee eagle scout rank thank god",2010-12-29 02:34:54,162,0,-
90,"nice game miller",2010-04-16 01:43:23,162,0,-
90,"sleep now fire",2010-05-02 22:49:58,162,0,-
90,"subculture fan anthropomorphic animal bring life way illustration replay animation",2010-04-20 18:26:44,162,0,-
90,"new baseball bat today ended up beating ball practice hit three over fence assuming fence",2010-05-27 02:33:20,162,0,-
90,"going philamot yeah",2010-07-18 00:13:03,162,0,-
90,"many empty miss one overplay",2010-04-24 00:17:26,162,0,-
90,"tonight role call brought jubbe",2011-01-26 02:13:56,162,0,-
90,"know think lost life love",2010-05-02 03:38:08,162,0,-
90,"anyone still up writing paper pretty nice full out tonight",2011-01-20 07:05:09,162,0,-
90,"bunt stupid actually great old use boot stupid",2010-05-31 21:18:07,162,0,-
90,"best sandwich grilled buffalo chatta chicken cheese",2010-06-26 04:26:46,162,0,-
90,"need laugh know ask laugh fix seem broken",2010-05-26 01:12:09,162,0,-
90,"ass",2011-01-08 16:36:40,162,0,-
90,"wrong think dramatically leading up something",2011-01-22 23:30:47,162,0,-
90,"need mental stability soundness anyone spare world itself gone crazy",2010-12-13 04:07:46,162,0,-
90,"anyone know make decision something given option even one",2011-02-14 23:17:41,162,0,-
90,"blah blah blah blah blah",2011-02-15 11:24:24,162,0,-
90,"laugh life kind",2010-05-15 01:08:15,162,0,-
90,"",2010-06-23 23:51:53,162,0,-
90,"sat stupid",2010-06-24 19:08:03,162,0,-
90,"ai drug laugh ai love timetaker",2010-06-28 03:47:54,162,0,-
