198,"stop now yes laugh good time wan na stop smile",2009-07-20 01:10:04,17,1,-
198,"idea writing desk mad laugh smile",2010-03-10 04:01:45,17,1,-
198,"now move change way lived long find strength inside along cause life now",2010-03-16 14:09:33,17,1,-
198,"laugh si exist q past todus q casebook mes quire decil q exist psha",2010-01-12 02:10:58,17,1,-
198,"wish everything everyone something someone javan",2011-03-14 22:14:29,17,1,-
198,"soul soul body c s lewis",2011-05-04 14:06:25,17,1,-
198,"best revenge laugh nothing people brazier seeing someone good life chuck",2011-05-05 01:15:20,17,1,-
198,"diet empyema hoy lo laugh public q deben comer plus smile",2011-05-09 16:15:29,17,1,-
198,"cantion d la semang mars",2010-07-13 04:07:46,17,1,-
198,"hold cause make difference make laugh way living prayer",2010-03-19 16:04:07,17,1,-
198,"oh bet thought soft sweet ya fallen angel swept ya turn up laugh laugh entertainment smile",2010-03-23 13:30:47,17,1,-
198,"promise ourselves maybe lesser god between laugh laugh mars",2010-07-13 04:09:02,17,1,-
198,"messy seem mind go telling everybody overlook supposed crime fast forward few later one except both request silence washed laugh clean malaxis laugh clean",2010-12-06 01:59:03,17,1,-
198,"tight watch unwind fine time waiting vertical horizon",2010-11-02 19:39:35,17,1,-
198,"blame pop blame dance blame rock roll blame rumbo sync symphonic soul pop bass electronic club blame chipchop music future flow earworm",2010-11-15 00:36:50,17,1,-
198,"make deal god swap running up road running up hill running up building oh placebo",2010-11-23 02:19:35,17,1,-
198,"much gracious todus smile",2010-12-17 23:57:28,17,1,-
203,"covin chick chick yeah yeah smile",2009-07-20 17:35:11,88,1,-
203,"go blonde",2009-08-03 17:09:19,88,1,-
203,"going stay laugh hotel weekend oxford spooky",2009-08-12 21:16:33,88,1,-
203,"lesbian vampire load poop dont watch laughing out loud",2009-08-09 19:31:20,88,1,-
203,"wot depressing day",2009-07-23 13:44:11,88,1,-
203,"temper trap sweet disposition turned up loud tune",2009-08-22 12:36:49,88,1,-
203,"sexual laugh laughing out loud",2009-08-10 21:05:51,88,1,-
203,"boy kiss thou phone",2009-08-10 19:00:59,88,1,-
203,"new know good rid sad",2009-09-10 20:24:26,88,1,-
203,"best boy-friend world smile love mah",2009-08-29 21:21:26,88,1,-
203,"x factor year last year better",2009-11-15 20:58:50,88,1,-
203,"day smile love u",2009-11-11 16:36:11,88,1,-
203,"win x factor tonight",2009-12-13 16:00:58,88,1,-
203,"beat arsenal today smile",2009-11-29 13:47:44,88,1,-
203,"damn thought win",2009-12-13 21:18:54,88,1,-
203,"cut watch big brother now stupid snow messin sky dish",2010-01-05 22:21:36,88,1,-
203,"good night s drunk honest wink",2009-12-30 23:00:33,88,1,-
203,"home mission stu n wish laugh new sad",2009-12-27 21:05:36,88,1,-
203,"laugh sad",2010-01-19 18:26:54,88,1,-
203,"sparks one step time smile",2009-08-13 16:06:35,88,1,-
203,"dont look anyone famous sad laughing out loud",2010-02-04 21:53:51,88,1,-
203,"laugh valentine day smile going cinema later lovely stu",2010-02-14 17:46:12,88,1,-
203,"days till wood laughing out loud still feel tho smile",2010-03-08 21:29:44,88,1,-
203,"well once woo",2010-03-03 22:07:29,88,1,-
203,"didnt cost n odd laugh done n guy damn",2010-01-05 21:02:03,88,1,-
203,"thank u",2010-03-18 18:36:23,88,1,-
203,"woo bless",2011-02-27 18:16:28,88,1,-
203,"job interview monday woo wish luck smile",2011-03-02 14:23:08,88,1,-
203,"feeling ill n dizzy day cut wait till birthday next week smile lovely boy-friend treating day out eye sealine aquarium ship laugh",2011-03-12 18:25:05,88,1,-
203,"ban gunnies day birthday preeze mother smile thank wear fro day yaya laughing out loud",2011-03-16 18:21:23,88,1,-
203,"sad",2011-03-16 18:37:58,88,1,-
203,"way essex record now time snuggle bed n watch kick ass smile",2011-03-20 22:29:08,88,1,-
203,"mr bean smile laughing out loud",2011-03-27 18:09:22,88,1,-
203,"exciting times laugh smile",2011-03-31 15:58:44,88,1,-
203,"following laugh love love path self discovery true self accept one definition life define yourself truly laugh smile",2011-03-31 17:45:58,88,1,-
203,"laugh mother day best mother world rowley smile lots love",2011-04-03 12:41:00,88,1,-
203,"high school musical cheese toast still love smile",2011-04-03 17:04:37,88,1,-
203,"mother made laugh tight watched succeed saw fail cheered kept strong remember mother promise god friend forever love mother best put status love mother",2010-07-26 19:54:53,88,1,-
203,"today saw muslin break minute silence central holding british burn laugh burning poppy people paying respect brave fighter know airport disgusting disrespectful copy paste british r p brave fighter",2010-11-11 22:15:44,88,1,-
203,"anyone watched antichrist one wired film",2010-08-23 19:23:53,88,1,-
203,"going see next friday woo cant wait smile",2010-12-11 16:35:46,88,1,-
203,"night lovely wine x factor later smile",2010-10-16 15:36:32,88,1,-
203,"bird shat day good day sad laughing out loud",2010-07-14 17:22:33,88,1,-
203,"n mr win lottery tonight playful",2010-04-10 19:20:18,88,1,-
203,"ant see point number game person up likin anyway aswell write wall laughing out loud",2010-12-09 13:51:29,88,1,-
203,"staff x labrador stud brilliant temperament very loving good kids needs laughing out loud want puppis",2010-12-12 12:34:44,88,1,-
203,"x factor woo win ring up n vote",2010-12-11 19:31:40,88,1,-
203,"addicted watching sex city bosset xmas best bit boy-friend actually watch time love smile laughing out loud",2011-01-13 22:29:24,88,1,-
203,"finally charger bloody lawton",2010-06-04 19:59:00,88,1,-
203,"oh god wager through doesnt whoever voting wager ur bunch idiot",2010-11-21 20:41:55,88,1,-
203,"well although dont getting excited downhill laugh winning",2010-06-23 18:15:11,88,1,-
203,"laugh pale need serious tannage",2010-06-14 19:52:23,88,1,-
203,"cant wait see ubi tomorrow night civic laugh shake boodie red red wine laughing out loud smile",2010-10-26 17:12:06,88,1,-
203,"lovely day shopping n spoiled playful come need win",2010-06-18 18:06:19,88,1,-
203,"willing fit small self anyone suitcase going abroad need holiday smile",2010-06-24 20:18:15,88,1,-
203,"boo",2010-11-14 20:55:03,88,1,-
203,"won bingo colza night woohoo laughing out loud",2010-10-08 22:55:06,88,1,-
203,"watched toy story today d bloody brill smile",2010-07-29 18:43:16,88,1,-
203,"looking forward second laugh",2010-06-27 14:58:36,88,1,-
203,"floor next bed",2010-10-05 22:50:31,88,1,-
203,"sick now eaten bag laugh n sum galaxy blay",2010-10-24 20:21:45,88,1,-
203,"christmas very smile",2010-12-25 12:44:36,88,1,-
203,"laugh",2010-09-06 18:02:36,88,1,-
203,"depression sign weakness sign trying long please repost suffer know somebody depression mental laugh week suffer point life",2011-01-23 12:34:44,88,1,-
203,"x factor again woo cant wait see lovely ruble perform love love love",2010-10-24 19:03:11,88,1,-
203,"boo romney u big fat lump",2010-09-07 18:51:07,88,1,-
203,"go holiday away stupid weather nice tan miss being pari sad laughing out loud",2010-10-21 14:07:43,88,1,-
